135.36 40.51 22.26
133.45 39.59 20.30
131.52 38.20 18.34
129.51 36.92 16.19
127.14 35.27 13.53
125.95 34.11 12.52
124.69 32.00 11.53
123.36 30.71 10.32
122.02 29.29 8.99
121.21 28.38 8.24
120.56 27.15 7.79
119.85 25.94 7.13
119.32 24.53 6.71
119.06 24.19 6.86
118.73 23.81 7.19
118.18 23.12 7.49
116.63 22.71 6.58
115.21 22.31 5.40
114.16 22.37 4.87
113.41 21.59 4.61
112.79 20.99 4.37
111.84 20.49 3.13
111.38 20.00 2.56
111.11 19.65 2.48
110.83 19.15 2.20
110.59 18.67 1.96
110.33 18.07 1.43
110.25 18.06 1.35
110.07 17.97 1.10
109.98 18.08 1.13
109.92 17.89 1.13
109.93 17.53 1.26
110.05 17.86 1.56
110.01 17.96 1.38
110.01 18.12 1.33
109.99 17.77 1.13
110.10 17.73 1.15
110.49 17.66 1.38
111.13 17.62 2.01
111.41 17.34 2.04
111.51 17.16 1.92
111.46 16.93 1.55
111.43 16.93 1.36
111.32 16.83 1.20
111.25 16.77 1.05
111.17 16.51 0.98
111.14 16.38 0.95
111.25 16.33 0.97
111.39 16.34 1.04
111.40 16.33 1.03
111.44 16.18 1.05
111.50 16.26 1.06
111.54 16.25 1.08
111.60 16.34 1.16
111.58 16.44 1.17
111.58 16.50 1.21
111.67 16.56 1.35
111.67 16.53 1.26
111.70 16.60 1.23
111.71 16.50 1.15
111.78 16.48 1.16
111.77 16.34 1.15
111.85 16.36 1.28
111.87 16.28 1.20
111.96 16.40 1.27
112.04 16.41 1.32
112.08 16.35 1.33
112.11 16.42 1.31
112.10 16.42 1.29
112.06 16.55 1.22
112.02 16.61 1.19
112.09 16.71 1.26
112.05 16.55 1.16
112.09 16.57 1.19
112.17 16.51 1.21
112.31 16.59 1.36
112.42 16.58 1.41
112.45 16.64 1.36
112.45 16.70 1.33
112.46 16.85 1.44
112.58 16.96 1.56
112.94 17.34 2.08
113.23 17.82 2.21
113.27 18.42 1.80
113.52 19.51 2.00
113.84 21.11 2.10
114.48 23.46 2.48
115.25 25.84 2.80
115.77 28.34 2.87
116.48 31.31 3.08
117.25 34.15 3.60
118.71 37.34 4.79
119.15 40.51 4.56
120.21 44.03 5.56
122.00 46.31 7.61
123.75 48.84 9.33
124.87 50.71 10.11
125.91 52.65 11.02
128.38 54.76 13.67
130.18 57.11 15.63
132.06 59.58 17.72
132.29 60.75 18.08
132.99 61.95 19.00
133.57 63.35 19.78
136.11 65.41 22.75
138.25 67.58 25.27
142.22 69.54 29.83
145.79 71.16 33.92
147.06 72.86 35.54
150.98 74.61 39.93
157.73 76.36 47.36
165.45 78.17 55.72
175.06 79.66 65.98
-175.41 80.24 76.07
-164.71 80.80 87.40
-151.30 81.01 101.56
-134.45 80.69 119.11
-118.65 80.76 135.41
-109.68 78.99 145.01
-104.97 77.21 150.37
-98.75 75.61 157.08
-91.47 74.05 165.01
-90.43 72.21 166.50
-87.76 70.27 169.72
-85.47 68.25 172.50
-81.96 66.48 176.37
-78.46 64.52 -179.89
-76.00 62.45 -177.04
-75.73 60.66 -176.47
-74.34 58.80 -174.75
-71.78 56.86 -171.73
-70.55 54.90 -170.35
-69.46 53.33 -169.10
-67.54 51.45 -167.37
-65.83 49.73 -165.45
-66.87 48.58 -166.75
-67.37 47.35 -167.44
-67.36 46.19 -167.57
-67.31 44.87 -167.52
-67.25 43.38 -167.49
-67.10 42.37 -167.15
-66.18 41.42 -166.11
-66.22 40.63 -166.40
-66.27 40.18 -166.66
-65.58 39.21 -166.06
-65.46 38.40 -166.45
-65.11 37.55 -166.19
-64.71 36.24 -166.06
-64.44 34.90 -166.09
-64.03 33.88 -165.77
-64.13 33.00 -165.75
-63.47 32.12 -164.89
-62.68 31.72 -163.90
-62.26 31.53 -163.58
-62.04 31.25 -163.42
-61.41 30.21 -162.77
-60.57 29.43 -162.07
-59.66 29.19 -161.51
-59.03 29.61 -161.47
-58.15 29.93 -161.01
-56.79 30.13 -160.49
-55.53 30.38 -160.04
-53.71 30.96 -159.18
-52.02 32.12 -158.59
-51.04 33.95 -158.74
-49.86 35.67 -158.68
-48.65 37.43 -158.68
-47.35 39.11 -158.54
-46.75 41.00 -159.13
-46.76 42.62 -160.06
-45.13 43.77 -159.38
-44.36 45.51 -160.10
-42.93 46.74 -159.40
-41.88 48.27 -159.45
-41.20 49.77 -159.30
-40.86 51.45 -159.74
-39.09 52.98 -158.52
-36.00 54.59 -156.13
-35.51 56.67 -156.35
-35.57 58.89 -157.45
-32.89 60.59 -155.61
-30.61 62.81 -154.23
-29.44 65.08 -153.85
-32.78 67.84 -157.73
-30.49 69.51 -156.08
-26.29 71.17 -152.52
-26.52 73.16 -153.05
-30.03 75.59 -156.87
-29.47 77.29 -156.66
-23.97 78.60 -151.51
-22.42 80.15 -150.25
-21.24 82.06 -149.17
-19.87 83.60 -147.81
-12.39 84.49 -140.51
-0.37 84.96 -128.65
13.83 85.96 -114.42
27.82 86.45 -100.29
42.26 86.37 -85.82
56.33 85.54 -71.93
68.29 84.88 -60.18
78.70 84.06 -49.81
86.72 83.31 -41.73
95.46 83.02 -32.90
98.42 82.09 -30.07
109.03 81.01 -19.56
113.73 79.39 -14.89
113.76 77.22 -14.85
113.14 75.20 -15.35
113.44 73.16 -14.61
115.05 70.96 -12.62
115.28 68.00 -12.48
117.07 65.09 -11.15
118.30 61.93 -10.55
118.69 59.29 -10.58
119.20 57.04 -10.48
120.35 55.50 -9.81
121.19 53.90 -9.58
122.11 52.52 -8.76
122.40 51.59 -8.53
123.36 50.44 -7.81
125.03 48.80 -6.26
126.70 48.03 -4.49
127.15 47.60 -3.88
127.76 46.83 -3.20
128.44 46.69 -2.38
127.75 46.02 -3.24
127.76 45.49 -3.29
128.21 44.45 -2.82
128.42 43.43 -2.58
127.00 42.15 -4.27
125.51 41.36 -6.00
124.44 40.77 -6.93
124.73 35.94 -5.82
124.03 32.60 -5.76
124.65 32.39 -4.43
124.41 33.45 -4.28
123.35 32.52 -5.28
122.03 30.85 -6.35
121.65 29.39 -6.23
122.21 29.80 -5.10
122.38 29.47 -4.71
122.49 29.40 -4.46
121.85 28.60 -5.14
121.58 28.26 -5.12
121.50 27.58 -4.86
121.46 26.65 -4.74
121.72 25.81 -4.04
122.19 24.87 -3.20
122.35 24.54 -2.71
122.46 25.10 -2.25
121.84 24.21 -3.00
122.14 24.01 -2.48
122.48 23.27 -1.70
122.49 22.71 -1.60
121.91 21.94 -2.06
121.51 21.46 -1.82
122.39 21.87 0.33
122.08 22.76 0.39
120.79 24.07 -0.84
120.28 24.01 -0.97
120.42 24.37 0.41
120.28 24.89 0.76
119.51 24.34 -0.28
118.84 23.45 -1.21
118.60 23.31 -1.39
118.47 22.91 -1.49
118.37 22.77 -1.52
118.11 22.94 -1.76
118.03 23.08 -1.88
117.95 23.08 -2.23
118.20 22.95 -2.02
118.44 23.40 -1.96
118.67 24.15 -2.13
119.00 25.95 -2.25
119.59 28.05 -1.84
120.30 30.48 -1.28
120.65 32.92 -1.11
121.06 35.33 -0.79
121.25 37.74 -0.80
121.32 40.33 -0.91
121.77 43.04 -0.24
122.59 45.68 1.05
123.51 48.53 2.29
123.74 50.91 2.86
123.34 52.49 2.66
123.82 54.32 3.51
124.93 56.50 5.12
125.62 58.38 5.97
126.10 60.28 6.41
128.89 62.86 9.65
132.34 65.80 13.64
134.71 68.22 16.09
133.99 70.28 15.28
135.15 70.47 16.81
139.68 72.05 21.91
144.40 74.61 27.39
148.76 76.58 32.46
154.01 78.38 38.41
162.87 79.50 48.19
172.98 80.29 59.12
-179.85 81.85 67.00
-167.96 83.48 79.57
-151.02 83.92 97.32
-142.50 83.94 106.38
-132.56 83.93 116.73
-118.87 83.42 130.85
-109.42 81.98 140.94
-99.80 80.66 151.07
-90.78 79.47 160.48
-88.19 77.52 163.52
-82.65 75.48 169.51
-81.34 73.47 171.29
-78.49 71.48 174.61
-77.99 69.74 175.70
-76.14 67.36 178.08
-72.21 65.10 -177.53
-72.84 62.91 -177.58
-69.69 60.66 -174.07
-67.84 58.74 -172.13
-66.67 56.58 -170.92
-65.40 54.25 -169.65
-65.27 51.78 -169.35
-64.26 49.57 -168.09
-63.78 47.38 -167.47
-62.78 45.67 -166.52
-61.51 44.13 -165.26
-60.68 43.14 -164.49
-60.52 42.11 -164.42
-59.07 40.60 -163.14
-58.23 39.21 -162.72
-57.64 38.01 -162.55
-56.71 36.41 -161.79
-56.16 34.80 -161.54
-55.60 33.34 -161.33
-55.92 32.19 -161.69
-55.50 30.95 -161.27
-54.76 29.72 -161.06
-54.65 29.19 -161.54
-53.89 28.70 -160.95
-53.58 28.82 -160.84
-52.87 28.78 -160.36
-51.76 28.49 -159.95
-50.75 28.36 -159.48
-50.15 28.89 -159.23
-50.09 29.87 -159.39
-49.11 30.09 -159.17
-47.77 30.38 -158.85
-46.57 31.18 -158.64
-45.09 31.90 -157.86
-44.91 33.49 -158.61
-42.14 34.90 -157.60
-39.20 36.64 -156.50
-36.78 39.39 -155.87
-36.97 43.33 -157.46
-37.04 46.75 -158.34
-37.13 50.44 -159.68
-34.00 53.47 -157.61
-32.59 56.78 -157.33
-31.76 59.59 -157.24
-32.57 61.47 -158.44
-31.82 63.41 -158.27
-28.37 64.98 -155.51
-25.65 66.43 -153.11
-28.16 68.84 -155.78
-34.03 71.40 -161.66
-36.56 73.72 -164.06
-31.96 75.58 -159.65
-23.30 76.94 -151.35
-21.27 78.54 -149.16
-25.41 80.76 -152.89
-37.73 83.08 -165.03
